AAPL R735QTJ8XC9X,AAPL,2.755218982696533,8
MSFT R735QTJ8XC9X,MSFT,4.859664916992188,10
1AG 2T,1AG,0.100571014,1
YHOO R735QTJ8XC9X,AABA,-0.0513930693268775,1
FBG R735QTJ8XC9X,AAIC,1.7198175191879272,3
AAVL VSO64U344TWL,AAVL,0.0400262176990509,1
ACDVF 2T,ACDVF,0.7734806537628174,1
ADCT XEIOMKR3YICL,ADCT,0.2373947500591278,2
ADPT X5ON8DLL8TID,ADPT,0.2836167812347412,2
AEM R735QTJ8XC9X,AEM,1.7903904957427978,6
AHPAU WEIWBJCZ9N51,AHPAU,1.8745628297676087,4
AI XK7HM0U7VFQD,AI,1.7198175191879272,3
AIG.WS 2T,AIG.WS,0.7734466097553253,2
ALC X3IUWZP977TX,ALC,0.7218425236947632,2
ALG R735QTJ8XC9X,ALG,3.7831215929229733,8
ALGM XJ34A6UAQI5H,ALGM,1.4401495728347777,4
ALKS R735QTJ8XC9X,ALKS,0.3368998184949493,2
ALL R735QTJ8XC9X,ALL,0.4544126391410826,4
AMC VMGNNM1SRKH1,AMC,1.864806652069092,2
AMCX UXVGRK71ZB6T,AMCX,-0.5708034634590148,4
AMZN R735QTJ8XC9X,AMZN,1.628627896308899,4
ANR T687HZZ9XOPX,ANR,13.270455360412598,48
ANRZ 2T,ANRZ,13.270455360412598,48
ANWWQ 2T,ANWWQ,2.2877125740051274,6
APAC XRNB7GC4ONDX,APAC,3.446040615170288,4
API XFO1EI476739,API,0.8918996426642608,2
APT RTLINRL5W9D1,APT,0.6268995402121734,2
ARCC T2L91KBTRCDH,ARCC,0.8630861043930054,3
ARES VQ7JWF5X8XGL,ARES,1.6713229708900452,8
ARLO WWPOLPM85CV9,ARLO,-0.1431057302071952,2
EST TY5IXGGM1ZL1,ARR,0.4463958740234375,2
ARTW R735QTJ8XC9X,ARTW,-0.804711878299713,2
ARU VALBN1AJK4TH,ARU,0.8630861043930054,3
ARY URMYU8SKJALH,ARY,0.8630861043930054,3
ASCMA U6AY5BGWUTET,ASCMA,0.7218425236947632,2
ASIA YC0V93UVOPYD,ASIA,0.5744305849075317,2
ASTL XSTNFH2DZ3AD,ASTL,0.3031442780710601,2
ATK R735QTJ8XC9X,ATK,-0.1715153901384544,2
ATUS WLKXNNQJ0AJP,ATUS,0.2548895478248596,2
ATX R735QTJ8XC9X,ATX,0.9855309164380646,2
UBSH R735QTJ8XC9X,AUB,-0.7084388732910156,1
WWP R735QTJ8XC9X,AVA,1.8745628297676087,4
AVGO UEW4IOBWVPT1,AVGO,0.6919543743133545,1
AVTR R735QTJ8XC9X,AVHI,2.08313512802124,4
AVID VW95P3085NXH,AVID,1.6753575900924682,2
AVK SO9ASKNDO09X,AVK,0.3126656755550766,2
WMC R735QTJ8XC9X,AWC,0.2739272756830597,2
AXP R735QTJ8XC9X,AXP,0.7395548820495605,4
AXSM W5OUXC7GJYAT,AXSM,0.3363422453403472,2
BA R735QTJ8XC9X,BA,0.1443918347358702,4
NB R735QTJ8XC9X,BAC,1.0562539100646973,3
BARL UXTHVDGPTSV9,BARL,1.844740867614746,5
BATS R735QTJ8XC9X,BATS,-0.4434365034103393,3
BCAT XI5N30EK4UP1,BCAT,0.2852882146835327,1
BCF TMC5T2FP0291,BCF,6.965970993041992,21
BCS R735QTJ8XC9X,BCS,-0.0995766520500183,10
BCX UVAWQRT6SE3P,BCX,0.2852882,1
BDJ TBH9BY7OMJJ9,BDJ,0.2852882,1
BEAV R735QTJ8XC9X,BEAV,0.7852991819381714,1
BFK S6P5SJT0JN8L,BFK,0.40706431932846066,2
BGIO WICQWMKLZ9LX,BGIO,6.965970993041992,21
BGNN 2T,BGNN,-0.1725767999887466,5
BGR T4R1CY85SY1X,BGR,0.2852882,1
BGY TSWH3I87D4RP,BGY,0.2852882,1
BHE R735QTJ8XC9X,BHE,-0.855345606803894,2
BHI R735QTJ8XC9X,BHI,0.6840081214904785,2
BIGZ XN4UG0ZA25WL,BIGZ,0.2852882,1
BIO.B VCY032R250MD,BIO.B,0.7827523,2
BIOA R735QTJ8XC9X,BIO,1.0767741,3
BITO XSSNZDP7WC4L,BITO,0.39685374249183647,2
BITX Y9N7CZ1712ZP,BITX,-1.2414648266433717,2
CHGO R735QTJ8XC9X,BJRI,0.105452314019203,6
BKN R735QTJ8XC9X,BKN,0.7881923956977844,2
BHGE WLXQGVHQ03MT,BKR,-0.1407987624406814,2
BLE SGNKIKYGE9NP,BLE,0.6007996798780822,2
BLK ROIDIDJRNXID,BLK,6.965970993041992,21
BME T7DK9XCD5DGL,BME,0.2852882,1
BMEZ XBLBSKM1RS6D,BMEZ,0.2852882,1
BMN Y2ZXQ956FQZP,BMN,0.6215841770172118,2
BOE T8YO7CK5L4RP,BOE,0.2852882146835327,1
BRCM R9YJOMXYYK4L,BRCM,0.5272444486618042,3
BROS XRV6S79HAOO5,BROS,0.567306637763977,1
BRW SW4VJHZZPAHX,BRW,0.7706430554389954,1
BST VV4SD90B0QCL,BST,0.5705764146835327,2
BSTZ X5NNSA8F62CL,BSTZ,0.5705764146835327,2
BTA TGGGOYSEJUQT,BTA,0.945211186051941,2
PIFI XICJ7NYQO4TH,BTC,-0.2254339456558226,8
BTCO 2T,BTCO,-0.7165302019096373,2
BTT V9HXRANSHYED,BTT,0.6152887372180176,2
BUI V1U8L48J2PGL,BUI,0.5705764146835327,2
BX TTO1M4GXI99H,BX,-0.721855640411377,1
BXP R735QTJ8XC9X,BXP,4.2091603639556885,12
BYD R735QTJ8XC9X,BYD,-0.0031586885726135,4
BYFC R735QTJ8XC9X,BYFC,-0.1357203274965286,2
BYM SJ93ZGPHNXWL,BYM,0.92389452228714,2
TRV R735QTJ8XC9X,C,0.6015923619270325,3
CADE WJO0D44PNHB9,CADE,1.3635001191278078,6
CAG R735QTJ8XC9X,CAG,3.7917280197143546,8
CAN X9PDY4DEHQ3P,CAN,0.27618536,1
CAVA Y9BDZUN6412D,CAVA,-0.027061216533184,1
CBAN R9JRZ8GFT8PX,CBAN,0.2146364003419876,1
CBG SZE1QMJ2T2LH,CBG,0.033449739217758,2
CBM R735QTJ8XC9X,CBM,0.6716102380839538,2
CBSHP VRQOXNNDJ6G5,CBSHP,1.5509554147720337,3
CCM UID6AJSCLJ6T,CCM,5.4738311767578125,12
CCV XLSLJG20B71H,CCV,1.1070321798324585,2
CCZ RPZJNFAVSO6D,CCZ,1.1070321798324585,2
TCLN R735QTJ8XC9X,CDMO,1.563509970550537,4
CEAYY 2T,CEAYY,2.2643074989318848,6
CELH UK18K93N9JZ9,CELH,0.0515500083565712,1
CERT XK7HM0U7VFQD,CERT,1.2973194061157227,4
CFG VU6BPZ7ECBQD,CFG,1.1634787321090698,4
CHKPF R735QTJ8XC9X,CHKP,0.3000981205831146,2
CHN R735QTJ8XC9X,CHN,0.2493747785393142,2
CHTP TIAFN8APOEHX,CHTP,-0.0146405696868896,2
CHU RVQBJ24BV3VP,CHU,-0.6016629967155456,4
CI R735QTJ8XC9X,CI,-0.4342888596836853,2
CIA R735QTJ8XC9X,CIA,1.0998181104660034,5
CIF R735QTJ8XC9X,CIF,0.5113836563435363,2
CII SY7PILSTIMP1,CII,0.5705764146835327,2
CIT UIC6UGF6IS11,CIT,0.4821840562336731,2
TCEL R735QTJ8XC9X,CLDX,0.1666437089443206,1
CLPR WHWZR4PWR71H,CLPR,1.4766113758087158,5
CLX R735QTJ8XC9X,CLX,0.7605279684066772,1
CMA.WS 2T,CMA.WS,-0.1317984163761139,1
CMCSA SJTSDFE19S9X,CMCSA,1.1070321798324585,2
CMCSK SJTSDFE19S9X,CMCSK,1.1070321798324585,2
CMG TFNWQ96IBZ39,CMG,1.9614681005477903,4
CMU R735QTJ8XC9X,CMU,0.5113836563435363,2
CNK TS1Y8LVYZQSL,CNK,1.8648066260345462,2
CNMD R735QTJ8XC9X,CNMD,0.7563915252685546,4
CNSL TAISOOERY4X1,CNSL,-0.3631237772642517,2
CNXC XJZM19WV9EG5,CNXC,1.5857465267181396,4
PCCC R8Q8KFHDILWL,CNXN,0.2765315771102905,1
COHR R735QTJ8XC9X,COHR,3.800695948074341,8
COHU R735QTJ8XC9X,COHU,1.2301353208085632,2
COIN XNNJXSXHIHYD,COIN,-0.5621398643681335,4
COL S60JM7NSMS85,COL,-0.276233673095703,2
PCES R735QTJ8XC9X,CONM,0.3507298215562439,2
P R735QTJ8XC9X,COP,0.5213956832885742,3
AAS R735QTJ8XC9X,COR,0.869481086730957,3
COST R735QTJ8XC9X,COST,0.8288968801498412,6
CP S8K46WOHQY5H,CP,0.7548770308494568,1
CR R735QTJ8XC9X,CR,0.7078653573989868,2
CRRFY 2T,CRRFY,1.9227335726516723,2
CRWD X59VIZ423I3P,CRWD,0.6468122601509094,2
CSIQ TNII135YAI5H,CSIQ,0.0715404748916626,2
CSWC R735QTJ8XC9X,CSWC,0.621985673904419,2
CUK SO0FRQCUZ7TX,CUK,0.8184747099876404,1
CVC R735QTJ8XC9X,CVC,-0.5708034634590148,4
CVGI T0X6RV0J3BL1,CVGI,0.3857380747795105,2
CVTI R735QTJ8XC9X,CVLG,0.2811766233411407,2
CVNA WK2S2IM8SSPX,CVNA,0.7710860967636108,2
CXE R735QTJ8XC9X,CXE,0.25569183,1
CXH R735QTJ8XC9X,CXH,0.25569183,1
CXRX W1S1ZYWBM2CL,CXRX,-0.6488989,1
CR XYJFV0INYRTX,CXT,0.7078653573989868,2
CZFC TNCLCIYXTZ6T,CZFC,1.0998181104660034,5
ERI VU4CTSH26TET,CZR,1.541673191720581,2
CZWID TNAMGC8LOGV9,CZWI,1.0998181104660034,5
DAL TSAT9G6HOJ8L,DAL,1.179573893547058,3
DASH XK7HM0U7VFQD,DASH,0.7646573185920714,4
DATE UWH8YSJG2U05,DATE,0.7356976135337829,2
DAVE R735QTJ8XC9X,DAVE,0.3826326131820678,1
DB S8K46WOHQY5H,DB,0.6142992377281189,3
BDGE U3BMF4LIIKX1,DCOM,0.5500519275665283,4
DCSX 2T,DCSX,0.75311279296875,1
DEFI Y1VKEF59ATET,DEFI,3.105780601501465,4
DEI TN3QBOOF56QT,DEI,0.4630596618862915,2
CISAW VEZUM36PVLNP,DELTW,2.009757280349731,6
DFT TWX7T900M1D1,DFT,-0.3146665096282958,2
DGAS R735QTJ8XC9X,DGAS,2.009757280349731,6
DHR R735QTJ8XC9X,DHR,1.476475977027893,4
DIS R735QTJ8XC9X,DIS,0.4593147337436676,2
DISCK U632KKJK8S4L,DISCK,0.8495920896530151,1
DIV R735QTJ8XC9X,DIV,0.7994939642433929,2
DLR T38VRT3VLG85,DLR,1.8542587878555299,4
DNKN UYL2DZPFYXD1,DNKN,-0.5463066050537109,4
DOW X3BYSC52NXPH,DOW,1.6176265478134155,6
DTK U05EKA5XN2AT,DTK,0.6142992377281189,3
ERTS R735QTJ8XC9X,EA,0.6919543743133545,1
EAA UQPHN2CTXN51,EAA,-0.1906539200868225,2
EB WY0Y276BTKKL,EB,3.7786495842788694,4
EBSB TZJQQ847YGRP,EBSB,0.0414242297410965,1
ECAT XS7ZLF0OAHR9,ECAT,0.5705764146835327,2
EDUC R735QTJ8XC9X,EDUC,0.0147814154624938,8
EEI R735QTJ8XC9X,EEI,1.1307179,2
EHIC VVJK2NHU61R9,EHIC,5.502537250518799,11
EIFZF 2T,EIFZF,0.6512084007263184,2
ELA XAFZ0N8YK3FP,ELA,-0.09532696,1
ELF WE44M4VG4BQD,ELF,0.1070705354213714,2
MSPG R735QTJ8XC9X,ELNK,0.25326058,1
ELON YPZ18SEYPHT1,ELON,0.80257714,1
ELU VGSU49BUXE91,ELU,-0.09532696,1
ENPH V5C9T324VA05,ENPH,0.6947807634819794,2
ENTO 2T,ENTO,0.37704217716964716,2
EPC W1U0W5MNRKO5,EPC,1.5210559384066773,2
EPD RCQZA696RIHX,EPD,1.631730079650879,3
EQBK W5GZCLA3XX0L,EQBK,1.176365613937378,3
ERIE R735QTJ8XC9X,ERIE,1.2466762032943726,4
PAH VNI2N5Y7O8KL,ESI,0.148952841758728,1
ESINQ 2T,ESINQ,0.14895284,1
ESP R735QTJ8XC9X,ESP,0.9124757,1
ESSX UJ9O1MUX4FHH,ESSX,0.7521955966949463,1
ETH R735QTJ8XC9X,ETH,0.6268995404243468,2
EXCU VRWLM7UDZPET,EXCU,0.73661596,1
EXPRQ 2T,EXPRQ,0.015074536204338,2
EZT VQS8ADUGURTX,EZT,-0.1906539200868225,2
FARM R735QTJ8XC9X,FARM,-0.9320613172914123,4
FCF R735QTJ8XC9X,FCF,0.0250759122377929,2
FCNCA R735QTJ8XC9X,FCNCA,1.2715899972152709,4
FCX R735QTJ8XC9X,FCX,0.5392088890075684,2
FCZA S3IXXPDFO4MD,FCZA,0.4821840562336731,2
FDS R735QTJ8XC9X,FDS,0.5352084040641784,4
FISV R735QTJ8XC9X,FI,0.9077948331832886,1
FIC R735QTJ8XC9X,FICO,-0.26266211635643,2
FINW XTM7E6OA6YXX,FINW,0.051706105735328606,2
CEY S67FQV7Z62CL,FIS,1.8155896631832886,2
FITBI VMHN3PEYUBMT,FITBI,-0.30017256368377676,2
FIZ R735QTJ8XC9X,FIZZ,1.2255876064300537,8
FKWL XN7SSB2SAFDX,FKWL,0.7161006927490234,1
FORM SPFN0LDMYG6D,FORM,1.5709707868484497,4
FRNK UW4G5KS930X1,FRNK,0.7161006927490234,1
FSLR TNQDLU3AWJFP,FSLR,-0.1528321802616119,2
FTI S5ITKJ2R97C5,FTI,0.5918080105342864,4
CZN R735QTJ8XC9X,FTR,0.94810950756073,2
FTRPR W19CI6Y45QAT,FTRPR,0.94810950756073,2
GAMI 2T,GAMI,0.109986596,1
GBAB UR49CGUD2YJP,GBAB,0.15633284,1
NEWM VO3QH7ZXCU3P,GCI,0.1930215954780578,1
GCO R735QTJ8XC9X,GCO,0.14455104,1
GEEK RGFWMSMZ3D5X,GEEK,7.616888046264648,17
GGUS YDWT3K3IYS11,GGUS,1.3839087743133545,2
GH WYEQBIAOW4TH,GH,0.22894436060493462,2
GIGNY 2T,GIGNY,0.3868481209407425,2
GLAXF 2T,GLAXF,0.9855309164380646,2
GLD T3SKPOF94JFP,GLD,-0.0154200196266174,2
GMRK R735QTJ8XC9X,GLF,0.40824366,1
GLPC R735QTJ8XC9X,GLPC,0.7539058,1
GMAN X2LDPT9ILKDH,GMAN,0.772927463054657,1
