MSFT R735QTJ8XC9X,MSFT,0.751006,1
FBG R735QTJ8XC9X,AAIC,0.32991564,1
ABNB XK8H247DY6W5,ABNB,-0.07855815,1
AEHR R735QTJ8XC9X,AEHR,-0.018218681,1
AI XK7HM0U7VFQD,AI,0.32991564,1
SOF R735QTJ8XC9X,AMIC,0.8813717,1
AMNB RK3UJBNLCGO5,AMNB,0.7945718,1
ANG 2T,ANG,1.1207099,2
EDA TGRALZT9E5ID,APP,0.028769195,2
ASIA YC0V93UVOPYD,ASIA,0.8206261,1
VTUS USIH58HYZFQD,ASMB,-0.21247822,1
ANTR S21RSNMBJDYD,ATRS,0.25144702,1
UBSH R735QTJ8XC9X,AUB,0.8743795,1
ZEN R735QTJ8XC9X,AZN,-0.14510223,1
NB R735QTJ8XC9X,BAC,1.0761265,2
LTD R735QTJ8XC9X,BBWI,0.6708733,1
BCF TMC5T2FP0291,BCF,0.28155464,1
BCS R735QTJ8XC9X,BCS,-0.48330966,1
BGIO WICQWMKLZ9LX,BGIO,0.28155464,1
BHE R735QTJ8XC9X,BHE,-0.11064625,2
BIGGQ 2T,BIGGQ,0.643815,1
BLK ROIDIDJRNXID,BLK,0.28155464,1
BLRX UYJ3HSZ3TF1H,BLRX,-0.601743,1
BRKA R735QTJ8XC9X,BRK.A,-0.4688802,2
BRKB R735QTJ8XC9X,BRK.B,-0.4688802,2
OXUS XSFV65Y0WJ1H,BRLS,-1.0969051,2
BX TTO1M4GXI99H,BX,0.7814678,1
CT R735QTJ8XC9X,BXMT,0.7814678,1
TRV R735QTJ8XC9X,C,1.0761265,2
CA YEALCV7W1C9X,CA,-0.033944763,1
CAG R735QTJ8XC9X,CAG,-0.54845256,1
CAGR 2T,CAGR,0.82201064,1
VOCLD TE1TCQLJTGMD,CALL,-2.5984309,5
CNY R735QTJ8XC9X,CARV,0.7945718,1
CATS WK0T6BVWNAED,CATS,-0.09762286,2
CCM UID6AJSCLJ6T,CCM,-0.076213196,2
CFG VU6BPZ7ECBQD,CFG,0.7945718,1
CLPR WHWZR4PWR71H,CLPR,0.0077727214,1
CNS T152CLXVPCV9,CNS,-0.5715304,1
P R735QTJ8XC9X,COP,0.1648843,2
CT R735QTJ8XC9X,CT,0.7814678,1
DAL TSAT9G6HOJ8L,DAL,-0.04169306,1
CISAW VEZUM36PVLNP,DELTW,-0.04169306,1
DGAS R735QTJ8XC9X,DGAS,-0.04169306,1
DNNGY 2T,DNNGY,0.39101195,1
STAF R735QTJ8XC9X,EDGW,0.4741395,1
EHIC VVJK2NHU61R9,EHIC,-0.076213196,2
ELF WE44M4VG4BQD,ELF,-0.45316517,2
ESS R735QTJ8XC9X,ESS,-0.45316517,2
ESSX UJ9O1MUX4FHH,ESSX,-0.45316517,2
